credit_card,cpu,purchase_date
3780-3140-4331-9188,Intel Core i6-7218K,2018-05-31
3980-1693-7638-8109,AMD Ryzen 3 7782X,2018-11-23
1432-3615-4587-3789,Intel Core i6-6458K,2019-09-23
6660-7788-4247-5004,AMD Ryzen 1 4896X,2018-07-28
9750-9230-8430-2975,Intel Core i8-1358K,2020-09-25
4046-8066-5510-2727,AMD Ryzen 7 7451X,2019-11-15
9550-8856-7109-7176,Intel Core i6-6113K,2019-12-06
5467-3757-6106-1812,AMD Ryzen 8 2892X,2018-07-06
4332-7548-6772-2377,Intel Core i4-4278K,2019-11-08
7879-2883-5150-2985,AMD Ryzen 9 6127X,2018-01-19
7467-3608-9220-2499,Intel Core i1-4267K,2019-01-02
2008-1365-5810-3895,AMD Ryzen 5 6353X,2018-02-18
2035-6786-5460-3139,Intel Core i6-2119K,2019-01-09
3652-4535-2074-7995,AMD Ryzen 2 9649X,2019-12-16
8738-9792-6802-5853,Intel Core i7-7160K,2018-02-27
4459-6879-4706-2095,AMD Ryzen 7 5363X,2017-11-24
9102-6161-9833-9013,Intel Core i4-5824K,2018-09-20
4105-1377-6677-2646,AMD Ryzen 6 7439X,2020-01-07
5954-4887-8198-3496,Intel Core i2-1400K,2020-07-22
7344-7439-9083-9621,AMD Ryzen 4 8640X,2019-12-13
7602-6352-2682-7990,Intel Core i9-8515K,2019-10-30
6893-4943-3659-6954,AMD Ryzen 5 3376X,2017-11-03
8514-4471-6819-4058,Intel Core i9-1555K,2018-11-09
6867-4700-5985-3188,AMD Ryzen 3 4153X,2019-04-30
7787-5478-5018-4471,Intel Core i1-2679K,2018-01-13
6465-9248-7946-6403,AMD Ryzen 6 8604X,2019-02-09
2078-7932-9764-3868,Intel Core i8-2203K,2018-02-26
2169-4364-6604-6818,AMD Ryzen 1 2479X,2018-06-04
9576-3478-9632-5291,Intel Core i5-6423K,2018-01-22
9368-8380-7470-8133,AMD Ryzen 8 4431X,2018-03-18
9578-9966-6461-3213,Intel Core i9-3335K,2018-07-23
5231-9684-4587-7435,AMD Ryzen 8 4266X,2018-04-04
4857-7743-1597-9053,Intel Core i2-3172K,2020-01-17
5159-9003-3671-5593,AMD Ryzen 1 4997X,2018-11-13
4219-7464-2462-3585,Intel Core i6-1517K,2020-07-22
2944-5077-1560-6239,AMD Ryzen 7 6997X,2018-10-18
8363-6377-5247-2260,Intel Core i6-6607K,2018-11-16
3228-6329-5588-5529,AMD Ryzen 7 5428X,2020-08-03
4969-2981-7823-6789,Intel Core i5-1493K,2018-11-27
4316-9794-1357-3189,AMD Ryzen 8 7959X,2018-05-19
3989-1176-9664-3300,Intel Core i7-8560K,2019-09-29
7183-6003-7318-7348,AMD Ryzen 6 6643X,2018-05-04
8180-6143-2193-2948,Intel Core i2-5287K,2018-03-30
3053-5493-5273-1660,AMD Ryzen 7 9597X,2019-06-19
2044-9605-7610-6409,Intel Core i3-8570K,2018-04-29
1235-9313-5585-2560,AMD Ryzen 8 4363X,2019-11-14
9188-8949-4568-1780,Intel Core i2-5219K,2020-06-28
1563-7134-6072-8627,AMD Ryzen 5 5393X,2018-07-26
8878-4473-3859-5533,Intel Core i7-6555K,2019-11-08
7808-5549-5447-8442,AMD Ryzen 3 1268X,2020-10-16
5945-1433-5840-3548,Intel Core i5-8560K,2020-06-27
7776-1959-7498-1123,AMD Ryzen 1 1530X,2020-04-05
9512-9933-5711-4436,Intel Core i1-1284K,2017-12-01
2202-1834-8328-6295,AMD Ryzen 8 9237X,2019-04-27
6398-1248-8745-7282,Intel Core i9-1365K,2019-08-11
3340-4839-5348-3243,AMD Ryzen 7 2410X,2018-05-25
2111-8609-6575-2928,Intel Core i4-2145K,2020-03-08
3090-9660-3180-4561,AMD Ryzen 1 8966X,2020-10-07
1739-9626-4474-2917,Intel Core i2-8738K,2019-11-28
5944-5849-6347-4641,AMD Ryzen 4 9125X,2019-03-27
7303-4157-1721-2880,Intel Core i3-8682K,2019-12-18
3314-2161-3698-8280,AMD Ryzen 6 1825X,2020-06-27
1526-3403-5636-1733,Intel Core i9-3921K,2020-01-24
1821-9260-6161-5638,AMD Ryzen 5 8476X,2020-04-05
2234-4623-1175-5791,Intel Core i2-8852K,2020-07-04
1132-6744-6825-9454,AMD Ryzen 5 6291X,2018-11-07
5803-3404-3584-8442,Intel Core i2-5741K,2018-07-25
5950-1055-7135-8120,AMD Ryzen 4 7982X,2019-04-19
6270-3247-8652-7466,Intel Core i3-5668K,2020-07-21
4388-2566-9212-3086,AMD Ryzen 8 8784X,2020-03-24
4152-3064-6056-4546,Intel Core i2-6511K,2018-02-08
6328-1337-6797-6525,AMD Ryzen 3 2776X,2019-04-11
8616-7457-2177-3410,Intel Core i3-3834K,2017-12-07
4335-6892-6352-6552,AMD Ryzen 8 7937X,2019-02-02
6764-2657-5730-9293,Intel Core i6-5167K,2020-02-26
8724-1143-5959-2579,AMD Ryzen 7 6912X,2019-12-30
2643-4492-6932-6037,Intel Core i2-4915K,2019-05-19
8522-2357-4907-5136,AMD Ryzen 8 9464X,2020-08-26
4634-6664-8289-1189,Intel Core i6-4974K,2019-01-29
8899-8716-1747-3939,AMD Ryzen 2 2856X,2018-08-20
9820-8236-8654-5159,Intel Core i2-6497K,2018-05-11
3112-8020-5576-4582,AMD Ryzen 6 2420X,2018-12-25
3836-5103-3037-1329,Intel Core i5-1482K,2019-04-05
4431-8327-3400-3024,AMD Ryzen 7 8342X,2019-09-01
6203-2897-4628-6661,Intel Core i7-9807K,2017-10-22
1109-7264-5472-2369,AMD Ryzen 4 8805X,2018-04-23
6072-3952-8127-8990,Intel Core i2-1111K,2019-01-08
7088-3762-3667-6443,AMD Ryzen 5 4873X,2018-01-11
9678-1705-1572-1704,Intel Core i1-3620K,2018-05-02
3814-2008-5052-2848,AMD Ryzen 6 4378X,2018-06-12
6077-6557-6767-9306,Intel Core i4-8731K,2018-12-30
6511-1239-7082-8857,AMD Ryzen 4 2108X,2018-01-12
6802-9446-6064-1901,Intel Core i6-7570K,2017-11-24
1638-2164-1861-1781,AMD Ryzen 7 4329X,2019-05-09
8195-8465-6820-1452,Intel Core i7-7278K,2018-12-20
9758-3243-8853-9074,AMD Ryzen 8 6679X,2017-11-17
7447-6737-3727-1839,Intel Core i6-7891K,2020-09-21
8231-1194-2524-1137,AMD Ryzen 6 4190X,2018-02-03
3692-4172-9983-5555,Intel Core i1-9546K,2019-07-06
5262-4626-5770-1700,AMD Ryzen 7 7355X,2019-11-22
4917-8097-3101-7199,Intel Core i3-4967K,2020-01-29
9387-3205-1073-4022,AMD Ryzen 4 6526X,2019-07-10
7195-3919-9688-4410,Intel Core i2-5438K,2018-10-27
9389-9380-2720-4082,AMD Ryzen 9 5871X,2020-03-28
1800-4624-4185-5725,Intel Core i8-4169K,2019-07-16
9569-9884-2895-7630,AMD Ryzen 1 9164X,2020-07-21
8497-4173-7561-3126,Intel Core i8-5282K,2018-11-06
5723-6858-7844-1255,AMD Ryzen 1 3753X,2020-04-24
5730-1993-1555-6296,Intel Core i4-5255K,2019-12-25
9406-7565-1814-7263,AMD Ryzen 7 6618X,2018-02-12
8180-1874-9045-7148,Intel Core i6-9426K,2017-11-08
5033-7388-8119-5113,AMD Ryzen 8 3818X,2020-03-29
5870-2628-5315-8604,Intel Core i5-6507K,2019-09-03
6358-3912-5258-1632,AMD Ryzen 1 2975X,2019-03-20
1363-4183-9933-7062,Intel Core i5-8370K,2020-08-24
2593-7242-4644-1821,AMD Ryzen 2 7179X,2017-11-15
6986-8526-2270-6722,Intel Core i9-8838K,2019-04-09
4817-4936-8725-5954,AMD Ryzen 1 6473X,2018-03-23
3835-8494-9619-7499,Intel Core i6-4466K,2019-01-02
9316-1299-4553-1305,AMD Ryzen 8 1976X,2019-07-05
7109-1558-2160-9241,Intel Core i8-1261K,2020-08-09
7465-1873-5491-5648,AMD Ryzen 2 7160X,2018-09-25
9068-8205-1050-4690,Intel Core i7-5177K,2018-10-24
9737-6253-3862-6652,AMD Ryzen 6 8961X,2019-07-28
5677-5803-8749-3482,Intel Core i1-6982K,2018-07-16
1569-4671-4458-2248,AMD Ryzen 6 2774X,2018-02-19
5062-5555-3378-4300,Intel Core i4-6677K,2018-04-02
4699-6875-1015-4137,AMD Ryzen 9 2164X,2018-08-15
7337-1054-3142-1314,Intel Core i2-2359K,2020-05-08
4886-1728-4270-7982,AMD Ryzen 9 7898X,2018-02-17
6121-4280-1519-9131,Intel Core i9-8575K,2018-04-05
5350-4399-6749-3820,AMD Ryzen 9 6768X,2018-04-10
3713-9228-3319-6749,Intel Core i5-6883K,2018-12-07
9083-9132-2044-6451,AMD Ryzen 9 8351X,2018-05-22
4548-8994-3833-4017,Intel Core i1-3747K,2020-06-11
4523-2911-7789-7471,AMD Ryzen 5 2313X,2019-04-20
6819-9411-8227-1428,Intel Core i9-5402K,2019-07-15
4293-5165-9037-4046,AMD Ryzen 6 4931X,2018-06-13
6509-4243-8211-5026,Intel Core i4-6633K,2019-11-11
7965-2022-4322-7965,AMD Ryzen 2 3277X,2019-03-04
1448-3543-4576-4252,Intel Core i9-6661K,2019-06-11
5051-5838-2379-9132,AMD Ryzen 1 4899X,2020-07-21
7875-4951-2459-8607,Intel Core i7-1176K,2019-04-25
3403-2671-1508-9663,AMD Ryzen 5 1805X,2018-10-09
3319-9556-6467-8054,Intel Core i7-8802K,2020-07-30
2328-6879-4669-9393,AMD Ryzen 4 7875X,2019-03-17
2218-6923-2000-5357,Intel Core i2-9493K,2018-08-22
5190-1640-9704-8782,AMD Ryzen 9 2340X,2019-06-09
5027-6235-8140-5932,Intel Core i8-3392K,2020-03-14
3367-8261-9234-3122,AMD Ryzen 8 3647X,2018-01-09
7905-5431-7082-6123,Intel Core i8-6858K,2020-02-19
2146-3393-1005-8795,AMD Ryzen 1 3612X,2018-10-28
7184-5827-1840-3449,Intel Core i1-1682K,2019-12-21
2044-2291-9391-4018,AMD Ryzen 7 6339X,2019-06-18
5313-9165-2309-9619,Intel Core i6-2480K,2020-02-14
3621-5849-8236-2517,AMD Ryzen 5 5230X,2018-05-13
7834-2185-4416-7876,Intel Core i5-3108K,2019-08-04
7758-4674-7992-7699,AMD Ryzen 9 1800X,2018-01-08
3665-6621-8320-6847,Intel Core i2-3919K,2020-05-17
4494-8421-3375-2004,AMD Ryzen 1 3393X,2018-01-24
1194-3105-7609-9216,Intel Core i1-1690K,2019-10-29
4683-8526-6527-2349,AMD Ryzen 5 4520X,2018-09-15
3496-3067-7868-2442,Intel Core i8-7178K,2018-12-18
4376-4875-9261-9211,AMD Ryzen 5 2691X,2019-04-25
6123-2137-7972-4666,Intel Core i4-6292K,2020-05-03
8867-9747-1038-9937,AMD Ryzen 4 7271X,2019-08-29
3286-7518-1807-5356,Intel Core i3-4496K,2017-10-29
9664-6648-7303-3914,AMD Ryzen 7 7330X,2017-12-13
2148-7593-2017-2728,Intel Core i5-7762K,2018-11-14
5710-7572-7666-9336,AMD Ryzen 5 5585X,2017-12-22
5470-5408-6414-2374,Intel Core i7-8623K,2020-01-29
6043-6306-9261-7342,AMD Ryzen 4 2822X,2018-07-30
5173-7012-7507-8290,Intel Core i6-8580K,2017-11-20
9678-3904-2007-4853,AMD Ryzen 7 2794X,2018-12-27
7988-3024-9598-9145,Intel Core i2-5548K,2019-02-24
1944-1185-5448-8598,AMD Ryzen 9 2486X,2020-03-26
8958-5567-1855-6887,Intel Core i6-8905K,2020-01-06
3154-7771-5055-8020,AMD Ryzen 4 3901X,2019-12-04
6992-7075-2288-6008,Intel Core i8-4919K,2019-02-26
2810-4568-1686-7119,AMD Ryzen 9 9139X,2020-08-31
9584-5622-4347-4368,Intel Core i9-4498K,2019-07-26
6735-6501-3278-6024,AMD Ryzen 9 3386X,2020-08-31
2285-2386-1324-5043,Intel Core i7-2916K,2019-02-17
8283-7470-6410-1660,AMD Ryzen 7 2145X,2018-02-01
8509-4193-3368-5958,Intel Core i4-3345K,2019-07-09
1412-4191-2090-8649,AMD Ryzen 6 2385X,2019-02-24
3904-4005-2133-6300,Intel Core i5-6332K,2018-04-10
9798-6299-5881-6013,AMD Ryzen 6 1361X,2019-09-14
9708-5900-8669-5584,Intel Core i7-7107K,2019-11-01
1333-5152-7493-6692,AMD Ryzen 6 3284X,2018-06-27
3333-6358-8478-7249,Intel Core i1-8965K,2018-10-05
6730-5451-1889-7513,AMD Ryzen 3 2554X,2020-02-08
4008-4995-2566-7401,Intel Core i3-1458K,2019-05-02
9966-2231-1929-9142,AMD Ryzen 8 1908X,2019-09-09
5189-5694-8268-7877,Intel Core i8-9167K,2019-10-14
7379-7510-3832-4746,AMD Ryzen 3 1389X,2018-02-23
8727-2992-9299-4636,Intel Core i7-9324K,2018-03-27
4160-5460-6323-4526,AMD Ryzen 2 3419X,2020-07-07
5575-5324-5018-4306,Intel Core i4-3133K,2020-03-24
8921-4046-2434-2878,AMD Ryzen 6 5625X,2018-08-08
1522-6006-6557-1656,Intel Core i7-5812K,2018-01-01
9409-7944-4387-5577,AMD Ryzen 4 3285X,2019-03-15
1954-4948-8553-3658,Intel Core i3-7498K,2018-11-06
4691-3141-9378-5038,AMD Ryzen 8 2987X,2019-09-22
9318-5260-1852-1625,Intel Core i7-4570K,2017-12-30
8676-6277-1877-4110,AMD Ryzen 8 3739X,2018-08-06
9391-9666-5276-7375,Intel Core i2-9838K,2019-03-10
7607-1015-4406-1591,AMD Ryzen 7 4172X,2020-04-13
8817-4380-4907-1764,Intel Core i6-2976K,2020-08-29
1014-3680-4901-4512,AMD Ryzen 2 3893X,2019-12-04
5524-1525-8294-4720,Intel Core i1-3387K,2020-06-28
9976-5784-1778-5631,AMD Ryzen 7 5443X,2020-02-15
1785-1617-5043-4032,Intel Core i2-3808K,2018-12-15
6045-4523-2448-2971,AMD Ryzen 1 1342X,2017-12-16
5143-8978-2576-2377,Intel Core i2-9360K,2020-06-04
4683-5029-5028-3087,AMD Ryzen 4 7351X,2020-08-27
4881-9440-6056-3856,Intel Core i7-4359K,2019-09-14
3667-6506-2067-5251,AMD Ryzen 7 9883X,2018-12-14
6289-3732-4053-4184,Intel Core i7-8656K,2019-09-23
4004-2794-5422-2478,AMD Ryzen 8 4202X,2017-11-06
2067-3384-1900-1534,Intel Core i7-3830K,2020-09-29
2393-4244-3978-2944,AMD Ryzen 3 7738X,2018-11-14
3370-6097-5957-8185,Intel Core i3-9311K,2019-03-14
8556-5167-1756-6457,AMD Ryzen 2 1738X,2020-03-10
9030-8018-7500-1536,Intel Core i6-5483K,2020-04-18
1012-7925-1810-4237,AMD Ryzen 1 3921X,2020-08-25
9015-1884-4500-2656,Intel Core i8-9856K,2019-01-12
8882-5091-8017-6582,AMD Ryzen 6 6524X,2018-02-11
3226-2981-4819-9438,Intel Core i4-3542K,2019-11-13
5787-4663-6552-5281,AMD Ryzen 9 4237X,2018-12-15
8362-4190-1616-9167,Intel Core i3-4210K,2019-09-22
3174-6059-9205-3704,AMD Ryzen 7 5577X,2018-12-23
1040-7659-6058-8458,Intel Core i7-4273K,2019-01-13
1900-3284-6139-1775,AMD Ryzen 7 1263X,2019-07-17
6869-6185-8746-9067,Intel Core i5-3506K,2020-10-05
3690-8667-1162-7578,AMD Ryzen 2 1707X,2019-11-29
7693-2690-7272-8323,Intel Core i4-7362K,2019-08-28
9146-5082-3314-4082,AMD Ryzen 7 1523X,2019-10-09
4675-1572-9075-4782,Intel Core i4-4532K,2020-02-13
1862-3622-6418-7781,AMD Ryzen 2 9536X,2018-07-09
7650-2316-1575-2485,Intel Core i8-2143K,2019-04-05
3189-6205-2956-2542,AMD Ryzen 2 5833X,2019-05-01
1965-9517-3700-6081,Intel Core i9-1741K,2019-12-13
8401-9773-4737-7797,AMD Ryzen 7 5486X,2018-07-06
8382-5095-6898-7526,Intel Core i5-8688K,2018-06-13
4607-5981-8677-5696,AMD Ryzen 9 6132X,2020-06-05
9605-5755-8521-7390,Intel Core i2-4826K,2018-09-03
8883-8829-4352-3183,AMD Ryzen 6 8195X,2019-05-06
6809-3288-3138-7104,Intel Core i5-5820K,2020-02-17
3125-7534-5392-1824,AMD Ryzen 6 7236X,2020-09-25
2045-2293-4119-4081,Intel Core i1-7828K,2020-03-11
1113-2382-4612-1929,AMD Ryzen 7 2573X,2018-03-21
4619-8696-4134-3104,Intel Core i1-7951K,2020-06-20
8590-1239-9357-9329,AMD Ryzen 1 4224X,2017-12-05
1610-9902-2917-8465,Intel Core i2-7214K,2020-03-14
2085-7777-6836-9181,AMD Ryzen 4 4162X,2018-11-28
6408-7475-1586-9066,Intel Core i6-8348K,2019-08-20
4484-9759-7183-5119,AMD Ryzen 7 8201X,2019-03-03
5747-2234-8375-6893,Intel Core i3-5986K,2019-05-06
5165-4940-7875-5811,AMD Ryzen 4 6597X,2019-06-23
1480-4545-9482-9392,Intel Core i6-1509K,2020-07-21
4909-9519-8408-8389,AMD Ryzen 8 9871X,2018-05-26
2431-6155-6453-4254,Intel Core i5-2111K,2020-01-04
9028-8254-6008-9035,AMD Ryzen 5 5566X,2019-01-19
5137-9386-8051-1274,Intel Core i4-2650K,2019-08-17
8471-6639-6995-8809,AMD Ryzen 7 1168X,2019-12-01
8007-2702-8837-8800,Intel Core i7-5853K,2019-01-21
9192-9243-2345-2501,AMD Ryzen 3 1946X,2020-07-31
6677-4742-4964-9474,Intel Core i8-8205K,2019-01-08
9233-5563-3327-3629,AMD Ryzen 8 6626X,2019-09-26
6279-3230-6574-7146,Intel Core i4-3947K,2018-05-05
3707-1333-5387-9599,AMD Ryzen 5 2961X,2018-11-09
6334-9473-1131-5356,Intel Core i1-5885K,2019-11-20
1509-2105-4825-1454,AMD Ryzen 8 6800X,2017-12-03
3024-2928-6950-7887,Intel Core i3-1725K,2018-02-02
4997-2703-1930-4791,AMD Ryzen 5 6880X,2019-11-21
6091-8588-6338-3685,Intel Core i9-8123K,2019-01-17
5453-5928-2482-7329,AMD Ryzen 9 5129X,2019-01-27
8217-4381-9858-9323,Intel Core i2-1295K,2018-09-19
9063-1409-8282-1830,AMD Ryzen 7 1593X,2020-01-02
8591-6685-7658-7049,Intel Core i7-2585K,2020-02-12
6683-1879-7318-4499,AMD Ryzen 4 1228X,2020-01-11
4829-8184-8463-4321,Intel Core i8-4869K,2018-11-19
1659-7226-9665-8651,AMD Ryzen 2 2412X,2018-07-30
1252-6517-6787-1217,Intel Core i8-1175K,2019-03-12
1174-3680-2710-9944,AMD Ryzen 5 8414X,2020-02-07
1635-3193-4119-1939,Intel Core i4-2920K,2018-09-28
9050-8456-9137-8205,AMD Ryzen 9 9989X,2019-06-30
3674-6401-7372-1925,Intel Core i1-4104K,2020-01-23
7828-2402-4184-5750,AMD Ryzen 8 5614X,2020-10-04
2515-7864-9667-2488,Intel Core i4-4473K,2019-09-24
8839-8188-7266-4000,AMD Ryzen 6 4994X,2018-08-18
3541-5148-6537-9488,Intel Core i9-3696K,2019-02-17
8155-1987-3215-9329,AMD Ryzen 5 8196X,2018-06-11
3175-5324-4570-7848,Intel Core i8-8362K,2019-01-20
1555-6073-9689-9936,AMD Ryzen 4 3947X,2019-01-10
9416-7219-8050-1758,Intel Core i5-8415K,2019-04-13
1159-3350-5806-7330,AMD Ryzen 8 4537X,2020-06-26
3909-5099-6736-5352,Intel Core i4-9989K,2018-05-29
6577-1149-3081-2331,AMD Ryzen 5 8784X,2018-08-04
8885-9925-4391-4915,Intel Core i1-9763K,2019-09-18
2302-6687-7675-9725,AMD Ryzen 4 1727X,2019-06-05
7888-4808-4690-7456,Intel Core i6-2601K,2019-03-14
6602-5582-4852-6773,AMD Ryzen 7 7530X,2020-02-29
5959-3985-2875-7098,Intel Core i6-4855K,2019-11-10
4431-4800-2490-1259,AMD Ryzen 1 4513X,2020-02-21
7976-2971-7576-2292,Intel Core i9-2667K,2020-03-07
9204-8930-7101-7463,AMD Ryzen 1 3182X,2019-12-24
5775-6919-1619-7881,Intel Core i6-4410K,2020-04-02
2050-6970-9168-5491,AMD Ryzen 6 6748X,2019-08-20
2397-8367-2852-9648,Intel Core i8-1249K,2019-04-02
5974-8706-7409-7247,AMD Ryzen 9 5463X,2020-06-03
7061-4585-2888-2281,Intel Core i9-5923K,2019-07-01
4151-2664-4288-6753,AMD Ryzen 9 9850X,2019-01-13
9997-7751-7665-6525,Intel Core i5-7519K,2019-03-26
2534-4327-4272-7759,AMD Ryzen 6 3461X,2019-05-06
9924-9333-5392-6468,Intel Core i8-4943K,2020-08-06
1742-2182-7268-5596,AMD Ryzen 6 1789X,2019-03-16
9126-1196-3255-6847,Intel Core i2-7627K,2020-08-21
7443-1651-1035-7391,AMD Ryzen 5 9781X,2018-09-16
7307-9268-5295-5572,Intel Core i9-9506K,2018-11-19
3329-5236-4356-2618,AMD Ryzen 2 8643X,2020-01-01
4018-7995-7195-5917,Intel Core i6-6594K,2020-02-24
5782-5528-5593-8910,AMD Ryzen 7 7895X,2019-04-15
3804-2672-3482-4317,Intel Core i6-3400K,2019-03-21
4785-9717-2359-9831,AMD Ryzen 9 8389X,2019-01-24
9750-6359-4171-1098,Intel Core i3-7484K,2019-01-27
7665-3959-6871-7018,AMD Ryzen 4 1141X,2018-04-18
3085-9487-6556-6974,Intel Core i2-6549K,2019-06-14
6053-7219-4573-2311,AMD Ryzen 8 5590X,2019-10-12
5124-8969-2389-5322,Intel Core i3-6985K,2019-03-24
1792-4990-9118-8879,AMD Ryzen 8 3674X,2019-06-23
5399-6104-3381-4837,Intel Core i5-6203K,2020-09-26
9089-4420-6857-6820,AMD Ryzen 8 5967X,2019-03-24
2659-6865-2620-6667,Intel Core i2-9963K,2020-07-21
3752-6792-9386-7934,AMD Ryzen 6 3948X,2018-12-13
3122-8321-8851-6926,Intel Core i8-9568K,2018-02-28
6889-2514-9130-8418,AMD Ryzen 3 2967X,2019-04-03
3011-2428-9634-9282,Intel Core i8-9160K,2019-04-18
6319-8017-6383-9224,AMD Ryzen 8 7614X,2020-10-17
6707-1357-3414-2605,Intel Core i4-9514K,2018-03-22
7146-2874-9727-5163,AMD Ryzen 1 1422X,2018-04-12
5222-3364-5080-2350,Intel Core i9-5916K,2018-04-09
8428-2246-2061-1263,AMD Ryzen 8 8801X,2019-05-13
6252-7040-8654-1448,Intel Core i1-9898K,2018-03-18
6695-2133-7351-2471,AMD Ryzen 7 1387X,2018-01-24
8724-3676-4376-7682,Intel Core i4-9172K,2019-09-28
9951-8638-4438-4936,AMD Ryzen 5 4539X,2019-01-05
2417-2032-6084-7624,Intel Core i5-7318K,2020-01-26
6841-6665-2286-1839,AMD Ryzen 1 7697X,2019-03-16
8577-4915-4533-2588,Intel Core i1-5351K,2018-09-10
8308-8640-4261-3495,AMD Ryzen 6 4632X,2018-11-11
8114-9736-6947-2188,Intel Core i8-7305K,2019-05-27
5953-6965-5590-7482,AMD Ryzen 6 2674X,2019-11-13
1202-5275-3902-8280,Intel Core i5-6443K,2019-01-15
4069-1620-8755-6665,AMD Ryzen 2 4654X,2019-01-24
8941-3439-1422-3624,Intel Core i9-7985K,2019-05-07
3127-5010-9046-3540,AMD Ryzen 5 2637X,2019-07-23
5757-5468-7034-6422,Intel Core i2-7284K,2018-09-14
8006-2518-4310-6803,AMD Ryzen 1 8654X,2019-02-24
8589-3063-1701-4264,Intel Core i9-4305K,2020-05-31
5455-3564-6926-9137,AMD Ryzen 5 2902X,2018-11-16
9448-3523-1510-5471,Intel Core i1-6228K,2019-05-18
6130-1201-4939-9697,AMD Ryzen 3 3436X,2017-12-02
4269-4080-5748-2583,Intel Core i9-3797K,2020-04-13
8634-8837-9768-3742,AMD Ryzen 5 7729X,2019-10-09
1146-6767-2371-9323,Intel Core i5-6357K,2019-12-07
9487-8151-6698-2792,AMD Ryzen 4 6372X,2018-01-13
5473-6172-2983-7748,Intel Core i1-7757K,2018-07-03
7959-4633-6846-6589,AMD Ryzen 2 1738X,2019-04-22
7297-2653-6937-6781,Intel Core i5-6827K,2018-06-08
4600-9028-6977-6134,AMD Ryzen 7 8893X,2020-09-15
2742-1668-6788-6069,Intel Core i2-8866K,2020-01-18
8238-9635-6046-9170,AMD Ryzen 9 7583X,2020-09-04
7643-9885-7280-8338,Intel Core i9-9890K,2019-05-17
4090-5471-5014-3573,AMD Ryzen 4 3565X,2020-06-23
4643-6096-2772-3744,Intel Core i4-2551K,2019-10-28
7891-5623-8160-1373,AMD Ryzen 9 8449X,2020-05-28
3830-6374-4962-8953,Intel Core i7-8540K,2020-07-27
7119-7832-8381-9953,AMD Ryzen 2 2506X,2018-01-04
7801-6336-3495-7384,Intel Core i6-1144K,2018-06-01
4624-1862-5057-6202,AMD Ryzen 9 8271X,2019-06-01
5692-4143-3412-9709,Intel Core i2-5327K,2020-04-20
2653-4056-5353-4986,AMD Ryzen 4 5727X,2018-10-27
8837-3571-3398-1503,Intel Core i4-9880K,2018-03-02
3465-5347-7463-1463,AMD Ryzen 3 8107X,2019-11-30
2750-3470-4425-8612,Intel Core i9-7808K,2019-04-18
5134-3426-6749-8299,AMD Ryzen 8 1233X,2020-03-28
5860-1369-1304-9082,Intel Core i5-5138K,2020-03-26
3536-2171-7798-6381,AMD Ryzen 5 9728X,2018-09-27
4074-9850-8316-6963,Intel Core i3-2515K,2020-05-10
9429-4704-9455-9279,AMD Ryzen 3 8643X,2017-12-07
7522-5823-8043-3221,Intel Core i9-2741K,2020-04-26
7967-2144-3444-5040,AMD Ryzen 1 2238X,2020-06-02
5215-7357-2754-1596,Intel Core i9-2511K,2018-03-23
2091-1943-8266-3810,AMD Ryzen 2 2115X,2018-08-03
4928-3534-2953-7534,Intel Core i2-2492K,2017-12-22
9974-9775-4358-5647,AMD Ryzen 3 9121X,2018-02-07
9214-5246-4246-2242,Intel Core i6-2234K,2019-05-05
7014-7220-5655-5769,AMD Ryzen 2 2153X,2019-06-25
7891-7121-5861-9974,Intel Core i7-9468K,2019-08-24
4622-7129-9839-4316,AMD Ryzen 4 8580X,2017-11-05
1263-4961-9180-6589,Intel Core i3-6457K,2019-10-20
8445-1864-9137-4307,AMD Ryzen 1 5555X,2019-01-04
3935-5618-2112-4096,Intel Core i9-8883K,2020-01-03
9977-1953-2165-3790,AMD Ryzen 8 8727X,2020-05-24
2349-3447-6077-5567,Intel Core i2-6298K,2018-12-20
9689-5551-7511-1254,AMD Ryzen 7 1736X,2018-05-08
6428-4078-8702-7388,Intel Core i5-1145K,2019-09-01
3128-7430-2715-1261,AMD Ryzen 2 4779X,2018-09-30
1466-8618-3393-4924,Intel Core i5-6537K,2017-10-30
6523-3369-1786-1295,AMD Ryzen 5 6903X,2019-04-01
4827-6439-4591-6252,Intel Core i8-9553K,2018-07-02
4976-2899-5144-2161,AMD Ryzen 8 1374X,2019-04-06
6926-7669-6368-9563,Intel Core i2-9526K,2020-09-28
4771-4119-5470-1636,AMD Ryzen 6 4721X,2018-08-07
7509-4594-5940-4995,Intel Core i8-6828K,2020-04-26
7736-5287-6975-2104,AMD Ryzen 3 9535X,2019-07-08
6914-3265-3031-1984,Intel Core i3-8885K,2017-11-06
9559-1560-4828-4930,AMD Ryzen 6 6872X,2018-06-11
1555-3111-1716-2620,Intel Core i6-7184K,2018-01-07
8263-9284-6863-1984,AMD Ryzen 7 9146X,2019-12-28
9151-8765-5593-8482,Intel Core i5-3483K,2018-07-16
4883-4897-2609-5300,AMD Ryzen 1 7121X,2019-05-14
7565-9735-9655-1960,Intel Core i4-2342K,2020-08-27
2069-7199-3249-8692,AMD Ryzen 2 3384X,2020-08-18
2826-5621-1760-6285,Intel Core i9-6951K,2018-08-07
2630-4915-8123-9786,AMD Ryzen 1 2666X,2017-12-30
4007-5854-2129-1777,Intel Core i8-6788K,2018-06-06
1930-8911-6524-4297,AMD Ryzen 8 5889X,2019-05-17
